Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyTextPresent,Chrome 65.0.3325.181,,2561-03-31 20:25:56,2561-03-31 20:25:56,0.064s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2561-03-31 20:25:56,2561-03-31 20:25:57,0.771s,PASSED
,,,,,,
Test Cases/Register volunteer/Register02,Chrome 65.0.3325.181,\u0E01\u0E23\u0E2D\u0E01\u0E02\u0E49\u0E2D\u0E21\u0E39\u0E25\u0E17\u0E31\u0E49\u0E07\u0E2B\u0E21\u0E14 \u0E42\u0E14\u0E22\u0E01\u0E23\u0E2D\u0E01\u0E23\u0E2B\u0E31\u0E2A\u0E1C\u0E48\u0E32\u0E19\u0E44\u0E21\u0E48\u0E40\u0E2B\u0E21\u0E37\u0E2D\u0E19\u0E01\u0E31\u0E1A\u0E22\u0E37\u0E19\u0E22\u0E31\u0E19\u0E23\u0E2B\u0E31\u0E2A\u0E1C\u0E48\u0E32\u0E19,2561-03-31 20:25:57,2561-03-31 20:26:21,24.573s,PASSED
openBrowser,Chrome 65.0.3325.181,,2561-03-31 20:25:57,2561-03-31 20:26:01,4.116s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2561-03-31 20:26:01,2561-03-31 20:26:09,7.828s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:26:09,2561-03-31 20:26:09,0.558s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:09,2561-03-31 20:26:10,0.267s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:10,2561-03-31 20:26:10,0.171s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:10,2561-03-31 20:26:10,0.174s,PASSED
uploadFile,Chrome 65.0.3325.181,,2561-03-31 20:26:10,2561-03-31 20:26:10,0.057s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:10,2561-03-31 20:26:10,0.181s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:10,2561-03-31 20:26:10,0.151s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:10,2561-03-31 20:26:11,0.156s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:11,2561-03-31 20:26:11,0.143s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:11,2561-03-31 20:26:11,0.260s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:11,2561-03-31 20:26:11,0.204s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:11,2561-03-31 20:26:11,0.219s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:11,2561-03-31 20:26:12,0.233s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:12,2561-03-31 20:26:12,0.150s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:12,2561-03-31 20:26:12,0.122s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:12,2561-03-31 20:26:12,0.158s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:26:12,2561-03-31 20:26:14,2.001s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:14,2561-03-31 20:26:14,0.126s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:26:14,2561-03-31 20:26:16,2.001s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:16,2561-03-31 20:26:16,0.108s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:26:16,2561-03-31 20:26:18,2.000s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:18,2561-03-31 20:26:18,0.117s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:18,2561-03-31 20:26:19,0.150s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:19,2561-03-31 20:26:19,0.161s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:19,2561-03-31 20:26:19,0.376s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:19,2561-03-31 20:26:19,0.161s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:19,2561-03-31 20:26:19,0.170s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:19,2561-03-31 20:26:20,0.160s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:26:20,2561-03-31 20:26:20,0.795s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2561-03-31 20:26:20,2561-03-31 20:26:21,0.150s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2561-03-31 20:26:21,2561-03-31 20:26:21,0.787s,PASSED
,,,,,,
Test Cases/Register volunteer/Register03,Chrome 65.0.3325.181,\u0E01\u0E23\u0E2D\u0E01\u0E02\u0E49\u0E2D\u0E21\u0E39\u0E25\u0E17\u0E31\u0E49\u0E07\u0E2B\u0E21\u0E14 \u0E42\u0E14\u0E22\u0E01\u0E23\u0E2D\u0E01\u0E23\u0E2B\u0E31\u0E2A\u0E1C\u0E48\u0E32\u0E19\u0E41\u0E25\u0E30\u0E22\u0E37\u0E19\u0E22\u0E31\u0E19\u0E23\u0E2B\u0E31\u0E2A\u0E1C\u0E48\u0E48\u0E32\u0E19 3 \u0E15\u0E31\u0E27,2561-03-31 20:26:21,2561-03-31 20:26:44,22.899s,PASSED
openBrowser,Chrome 65.0.3325.181,,2561-03-31 20:26:21,2561-03-31 20:26:25,3.990s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2561-03-31 20:26:25,2561-03-31 20:26:31,5.923s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:26:31,2561-03-31 20:26:32,0.918s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:32,2561-03-31 20:26:33,0.308s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:33,2561-03-31 20:26:33,0.118s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:33,2561-03-31 20:26:33,0.121s,PASSED
uploadFile,Chrome 65.0.3325.181,,2561-03-31 20:26:33,2561-03-31 20:26:33,0.050s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:33,2561-03-31 20:26:33,0.180s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:33,2561-03-31 20:26:33,0.132s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:33,2561-03-31 20:26:33,0.153s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:33,2561-03-31 20:26:34,0.143s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:34,2561-03-31 20:26:34,0.257s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:34,2561-03-31 20:26:34,0.223s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:34,2561-03-31 20:26:34,0.245s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:34,2561-03-31 20:26:35,0.264s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:35,2561-03-31 20:26:35,0.148s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:35,2561-03-31 20:26:35,0.136s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:35,2561-03-31 20:26:35,0.152s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:26:35,2561-03-31 20:26:37,2.001s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:37,2561-03-31 20:26:37,0.131s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:26:37,2561-03-31 20:26:39,2.002s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:39,2561-03-31 20:26:39,0.126s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:26:39,2561-03-31 20:26:41,2.001s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:41,2561-03-31 20:26:41,0.119s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:41,2561-03-31 20:26:41,0.141s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:41,2561-03-31 20:26:42,0.166s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:42,2561-03-31 20:26:42,0.414s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:42,2561-03-31 20:26:42,0.157s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:42,2561-03-31 20:26:42,0.161s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:42,2561-03-31 20:26:43,0.153s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:26:43,2561-03-31 20:26:43,0.809s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2561-03-31 20:26:43,2561-03-31 20:26:43,0.148s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2561-03-31 20:26:43,2561-03-31 20:26:44,0.750s,PASSED
,,,,,,
Test Cases/Register volunteer/Register04,Chrome 65.0.3325.181,\u0E01\u0E23\u0E2D\u0E01\u0E02\u0E49\u0E2D\u0E21\u0E39\u0E25\u0E17\u0E31\u0E49\u0E07\u0E2B\u0E21\u0E14 \u0E42\u0E14\u0E22\u0E44\u0E21\u0E48\u0E01\u0E23\u0E2D\u0E01\u0E23\u0E2B\u0E31\u0E2A\u0E1C\u0E48\u0E32\u0E19\u0E01\u0E31\u0E1A\u0E22\u0E37\u0E19\u0E22\u0E31\u0E19\u0E23\u0E2B\u0E31\u0E2A\u0E1C\u0E48\u0E32\u0E19,2561-03-31 20:26:44,2561-03-31 20:27:06,21.656s,PASSED
openBrowser,Chrome 65.0.3325.181,,2561-03-31 20:26:44,2561-03-31 20:26:49,4.309s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2561-03-31 20:26:49,2561-03-31 20:26:53,4.350s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:26:53,2561-03-31 20:26:54,0.714s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:54,2561-03-31 20:26:54,0.264s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:54,2561-03-31 20:26:54,0.106s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:54,2561-03-31 20:26:54,0.111s,PASSED
uploadFile,Chrome 65.0.3325.181,,2561-03-31 20:26:54,2561-03-31 20:26:54,0.051s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:54,2561-03-31 20:26:54,0.184s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:54,2561-03-31 20:26:55,0.131s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:55,2561-03-31 20:26:55,0.151s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:55,2561-03-31 20:26:55,0.142s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:55,2561-03-31 20:26:55,0.288s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:55,2561-03-31 20:26:55,0.208s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:55,2561-03-31 20:26:56,0.194s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:56,2561-03-31 20:26:56,0.237s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:56,2561-03-31 20:26:56,0.163s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:56,2561-03-31 20:26:56,0.146s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:26:56,2561-03-31 20:26:56,0.170s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:26:56,2561-03-31 20:26:58,2.002s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:26:58,2561-03-31 20:26:58,0.133s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:26:58,2561-03-31 20:27:00,2.002s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:00,2561-03-31 20:27:01,0.139s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:27:01,2561-03-31 20:27:03,2.000s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:03,2561-03-31 20:27:03,0.119s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:03,2561-03-31 20:27:03,0.153s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:03,2561-03-31 20:27:03,0.166s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:03,2561-03-31 20:27:03,0.382s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:03,2561-03-31 20:27:04,0.170s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:04,2561-03-31 20:27:04,0.185s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:04,2561-03-31 20:27:04,0.162s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:27:04,2561-03-31 20:27:05,0.963s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2561-03-31 20:27:05,2561-03-31 20:27:05,0.141s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2561-03-31 20:27:05,2561-03-31 20:27:05,0.130s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2561-03-31 20:27:05,2561-03-31 20:27:06,0.722s,PASSED
,,,,,,
Test Cases/Register volunteer/Register05,Chrome 65.0.3325.181,\u0E01\u0E23\u0E2D\u0E01\u0E02\u0E49\u0E2D\u0E21\u0E39\u0E25\u0E17\u0E31\u0E49\u0E07\u0E2B\u0E21\u0E14 \u0E42\u0E14\u0E22\u0E44\u0E21\u0E48\u0E40\u0E25\u0E37\u0E2D\u0E01\u0E43\u0E0A\u0E49\u0E23\u0E39\u0E1B\u0E20\u0E32\u0E1E,2561-03-31 20:27:06,2561-03-31 20:27:26,20.098s,PASSED
openBrowser,Chrome 65.0.3325.181,,2561-03-31 20:27:06,2561-03-31 20:27:09,3.243s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2561-03-31 20:27:09,2561-03-31 20:27:14,4.869s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:27:14,2561-03-31 20:27:15,0.566s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:15,2561-03-31 20:27:15,0.241s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:15,2561-03-31 20:27:15,0.159s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:15,2561-03-31 20:27:15,0.146s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:15,2561-03-31 20:27:15,0.177s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:15,2561-03-31 20:27:16,0.127s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:16,2561-03-31 20:27:16,0.154s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:16,2561-03-31 20:27:16,0.135s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:16,2561-03-31 20:27:16,0.256s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:16,2561-03-31 20:27:16,0.188s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:16,2561-03-31 20:27:16,0.186s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:16,2561-03-31 20:27:17,0.205s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:17,2561-03-31 20:27:17,0.106s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:17,2561-03-31 20:27:17,0.123s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:17,2561-03-31 20:27:17,0.147s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:27:17,2561-03-31 20:27:19,2.001s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:19,2561-03-31 20:27:19,0.134s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:27:19,2561-03-31 20:27:21,2.002s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:21,2561-03-31 20:27:21,0.112s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:27:21,2561-03-31 20:27:23,2.000s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:23,2561-03-31 20:27:23,0.115s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:23,2561-03-31 20:27:24,0.148s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:24,2561-03-31 20:27:24,0.156s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:24,2561-03-31 20:27:24,0.377s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:24,2561-03-31 20:27:24,0.150s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:24,2561-03-31 20:27:24,0.164s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:24,2561-03-31 20:27:25,0.144s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:27:25,2561-03-31 20:27:25,0.715s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2561-03-31 20:27:25,2561-03-31 20:27:26,0.718s,PASSED
,,,,,,
Test Cases/Register volunteer/Register06,Chrome 65.0.3325.181,,2561-03-31 20:27:26,2561-03-31 20:27:46,19.911s,PASSED
openBrowser,Chrome 65.0.3325.181,,2561-03-31 20:27:26,2561-03-31 20:27:30,3.383s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2561-03-31 20:27:30,2561-03-31 20:27:34,4.244s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:27:34,2561-03-31 20:27:34,0.510s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:34,2561-03-31 20:27:35,0.252s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:35,2561-03-31 20:27:35,0.153s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:35,2561-03-31 20:27:35,0.170s,PASSED
uploadFile,Chrome 65.0.3325.181,,2561-03-31 20:27:35,2561-03-31 20:27:35,0.053s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:35,2561-03-31 20:27:35,0.108s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:35,2561-03-31 20:27:35,0.112s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:35,2561-03-31 20:27:35,0.142s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:35,2561-03-31 20:27:35,0.141s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:35,2561-03-31 20:27:36,0.287s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:36,2561-03-31 20:27:36,0.180s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:36,2561-03-31 20:27:36,0.191s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:36,2561-03-31 20:27:36,0.210s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:36,2561-03-31 20:27:36,0.117s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:36,2561-03-31 20:27:36,0.108s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:36,2561-03-31 20:27:37,0.146s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:27:37,2561-03-31 20:27:39,2.002s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:39,2561-03-31 20:27:39,0.147s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:27:39,2561-03-31 20:27:41,2.001s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:41,2561-03-31 20:27:41,0.128s,PASSED
delay,Chrome 65.0.3325.181,,2561-03-31 20:27:41,2561-03-31 20:27:43,2.000s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:43,2561-03-31 20:27:43,0.105s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:43,2561-03-31 20:27:43,0.153s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:27:43,2561-03-31 20:27:43,0.160s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:43,2561-03-31 20:27:44,0.336s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:44,2561-03-31 20:27:44,0.149s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:44,2561-03-31 20:27:44,0.169s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:27:44,2561-03-31 20:27:44,0.146s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:27:44,2561-03-31 20:27:45,0.765s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2561-03-31 20:27:45,2561-03-31 20:27:45,0.135s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2561-03-31 20:27:45,2561-03-31 20:27:45,0.134s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2561-03-31 20:27:45,2561-03-31 20:27:46,0.740s,PASSED
,,,,,,
Test Cases/Register volunteer/Register07,Chrome 65.0.3325.181,,2561-03-31 20:27:46,2561-03-31 20:28:13,27.043s,PASSED
openBrowser,Chrome 65.0.3325.181,,2561-03-31 20:27:46,2561-03-31 20:27:52,5.631s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2561-03-31 20:27:52,2561-03-31 20:28:01,9.188s,PASSED
click,Chrome 65.0.3325.181,,2561-03-31 20:28:01,2561-03-31 20:28:01,0.538s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:28:01,2561-03-31 20:28:02,0.236s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:28:02,2561-03-31 20:28:02,0.168s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:28:02,2561-03-31 20:28:02,0.157s,PASSED
uploadFile,Chrome 65.0.3325.181,,2561-03-31 20:28:02,2561-03-31 20:28:02,0.049s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:28:02,2561-03-31 20:28:02,0.097s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:28:02,2561-03-31 20:28:02,0.139s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:28:02,2561-03-31 20:28:02,0.157s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:28:02,2561-03-31 20:28:03,0.140s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:28:03,2561-03-31 20:28:03,0.279s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:28:03,2561-03-31 20:28:03,0.185s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:28:03,2561-03-31 20:28:03,0.212s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2561-03-31 20:28:03,2561-03-31 20:28:03,0.220s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:28:03,2561-03-31 20:28:04,0.106s,PASSED
setText,Chrome 65.0.3325.181,,2561-03-31 20:28:04,2561-03-31 20:28:04,0.118s,PASSED
